schoolname,for profit,tuition revenue per fte,branches,instructional expenditure per fte,faculty salary,under investigation,5 year declining balance,7 yr repayment completion,percent fafsa,percent pell grant,type
Chaffey College,non profit,797.0,1,4268.0,8245.0,no,0.3601532567,0.6995418344619443,0.4697601081,0.7237045962785821,non profit
Chapman University,non profit,25520.0,1,14025.0,11197.0,no,0.6976744186,0.8311518325,0.8633235005,0.352507375,non profit
Church Divinity School of the Pacific,non profit,10444.0,1,18911.0,6269.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Citrus College,non profit,971.0,1,3536.0,8829.0,no,0.3711048159,0.6995418344619443,0.5462521457,0.987793248,non profit
Claremont Graduate University,non profit,30407.0,1,27210.0,13446.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Claremont McKenna College,non profit,30090.0,1,25915.0,12751.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.543478261,non profit
Harvey Mudd College,non profit,28151.0,1,30078.0,12765.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.28042328,non profit
Pitzer College,non profit,47001.0,1,25056.0,10083.0,no,0.76,0.9008264463,0.4636515619105719,0.428571429,non profit
Pomona College,non profit,23238.0,1,37082.0,12421.0,no,0.8888888889,0.6995418344619443,0.4636515619105719,0.682835821,non profit
Scripps College,non profit,29662.0,1,28832.0,10754.0,no,0.9226804124,0.6995418344619443,0.4636515619105719,0.314814815,non profit
West Hills College,non profit,680.0,1,4275.0,7897.0,no,0.335443038,0.6470588235,0.5807291667,0.954861111,non profit
Cogswell College,for profit,15016.0,1,8102.0,7513.0,no,0.7564102564,0.6995418344619443,0.5027322404,0.584699454,for profit
College of Marin,non profit,1196.0,1,8367.0,8147.0,no,0.3894736842,0.7555555556,0.4300727567,0.97170574,non profit
Notre Dame de Namur University,non profit,18929.0,1,7045.0,8365.0,no,0.6973947896,0.8251748252,0.7223042836,0.607090103,non profit
College of San Mateo,non profit,1100.0,1,6370.0,9176.0,no,0.6714285714,0.6995418344619443,0.5420070012,0.981330222,non profit
College of the Desert,non profit,776.0,1,6007.0,9735.0,no,0.4863013699,0.6995418344619443,0.407700153,0.7237045962785821,non profit
Holy Names University,non profit,17558.0,1,8413.0,9842.0,no,0.5046439628,0.6995418344619443,0.7741116751,0.624365482,non profit
College of the Redwoods,non profit,772.0,1,6030.0,7939.0,no,0.3948967193,0.6947368421,0.3989361702,0.968085106,non profit
College of the Sequoias,non profit,418.0,1,4523.0,8187.0,no,0.4825870647,0.7111111111,0.4111051789,0.99252536,non profit
College of the Siskiyous,non profit,1256.0,1,7326.0,6270.0,no,0.3253676471,0.6995418344619443,0.4838323353,0.904191617,non profit
Contra Costa College,non profit,721.0,1,5237.0,8007.0,no,0.4945054945,0.6995418344619443,0.4598432909,0.993143977,non profit
Diablo Valley College,non profit,1917.0,1,4784.0,7775.0,no,0.5384615385,0.6995418344619443,0.466581306,0.981049936,non profit
Cuesta College,non profit,1101.0,1,4817.0,7176.0,no,0.5958549223,0.6995418344619443,0.4429019257,0.904612629,non profit
Cypress College,non profit,781.0,1,3839.0,10741.0,no,0.4049295775,0.7738095238,0.5976664655,0.982297325,non profit
Dominican University of California,non profit,22713.0,1,14391.0,8357.0,no,0.7187993681,0.8897338403,0.835,0.468333333,non profit
El Camino Community College District,non profit,669.0,2,4642.0,8274.5,no,0.322515213,0.6995418344619443,0.523274873,0.7237045962785821,non profit
Foothill College,non profit,2085.0,1,5280.0,8679.0,no,0.5808656036,0.6995418344619443,0.625120308,0.833012512,non profit
Fuller Theological Seminary in California,non profit,11167.0,1,10196.0,5867.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Fullerton College,non profit,788.0,1,3874.0,10713.0,no,0.4550408719,0.6995418344619443,0.5793895959,0.978623502,non profit
Gavilan College,non profit,693.0,1,5526.0,8887.0,no,0.3246073298,0.6995418344619443,0.3649546828,0.7237045962785821,non profit
Glendale Community College,non profit,881.0,1,4703.0,8281.0,no,0.5779467681,0.6995418344619443,0.4641509434,0.991734052,non profit
Golden Gate University,non profit,13025.539597000936,4,7928.7832708528595,7783.094111271676,no,0.6548672566,0.6995418344619443,0.4978165939,0.541484716,non profit
Golden West College,non profit,1005.0,1,3639.0,9677.0,no,0.603515625,0.7333333333,0.6202563458,0.985172154,non profit
Graduate Theological Union,non profit,8204.0,1,4010.0,6793.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Grossmont College,non profit,480.0,1,4010.0,7993.0,no,0.5263157895,0.7592592593,0.6589303734,0.983181971,non profit
Hartnell College,non profit,362.0,1,5133.0,8449.0,no,0.3333333333,0.6995418344619443,0.4449657163,0.7237045962785821,non profit
Humphreys College,non profit,10383.026398000624,2,5673.355513901906,6341.229407514451,no,0.3333333333,0.6923076923,0.4943181818,0.764204546,non profit
Imperial Valley College,non profit,383.0,1,3087.0,7089.0,no,0.49685005965531465,0.6995418344619443,0.2889305816,0.7237045962785821,non profit
La Sierra University,non profit,28202.0,1,11966.0,7132.0,no,0.6721991701,0.6995418344619443,0.8083261058,0.673894189,non profit
University of La Verne,non profit,14914.0,1,6518.0,9344.0,no,0.5836327345,0.7976366322,0.6792520676,0.580726357,non profit
Lassen Community College,non profit,934.0,1,3630.0,7375.0,no,0.2676767677,0.6995418344619443,0.438305709,0.961325967,non profit
Loma Linda University,non profit,31045.0,1,25295.0,7373.0,no,0.8546666667,0.9276595745,0.6423135464,0.441400304,non profit
Long Beach City College,non profit,565.0,1,4117.0,6021.0,no,0.3308957952,0.5625,0.525838866,0.992194509,non profit
The Master's College and Seminary,non profit,13518.0,1,7546.0,6693.0,no,0.8269617706,0.6995418344619443,0.569416499,0.53722334,non profit
Los Angeles City College,non profit,650.0,1,4766.0,6822.0,no,0.4155405405,0.6290322581,0.5551661079,0.984913136,non profit
Los Angeles Harbor College,non profit,794.0,1,4654.0,5849.0,no,0.5182481752,0.6995418344619443,0.5382436261,0.996537614,non profit
Los Angeles Pierce College,non profit,764.0,1,4199.0,6361.0,no,0.423553719,0.65625,0.5352891156,0.985260771,non profit
Los Angeles Trade Technical College,non profit,336.0,1,5883.0,6929.0,no,0.49685005965531465,0.6995418344619443,0.4498214286,0.995178571,non profit
Los Angeles Valley College,non profit,636.0,1,4368.0,7418.0,no,0.5243902439,0.6995418344619443,0.5546402152,0.989576328,non profit
Southern California University of Health Sciences,non profit,22108.0,1,8440.0,5412.0,no,0.4411764706,0.6995418344619443,0.4636515619105719,0.354166667,non profit
Marshall B Ketchum University,non profit,33097.0,1,41743.0,8786.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
American River College,non profit,451.0,1,3481.0,8099.0,no,0.3120879121,0.6995418344619443,0.4977987759,0.988510684,non profit
Sacramento City College,non profit,437.0,1,3417.0,7949.0,no,0.362475442,0.6995418344619443,0.6061827957,0.988575269,non profit
Menlo College,non profit,18268.0,1,7655.0,12023.0,no,0.6845637584,0.874015748,0.8059210526,0.559210526,non profit
Merced College,non profit,567.0,1,4927.0,7855.0,no,0.49685005965531465,0.6995418344619443,0.4127632144,0.7237045962785821,non profit
Mills College,non profit,19224.0,1,15534.0,10011.0,no,0.7040816327,0.8451327434,0.8371681416,0.57699115,non profit
MiraCosta College,non profit,1082.0,1,3895.0,11698.0,no,0.5301204819,0.6995418344619443,0.4691634896,0.981161695,non profit
Modesto Junior College,non profit,528.0,1,3469.0,8395.0,no,0.49685005965531465,0.6995418344619443,0.3861766319,0.7237045962785821,non profit
Monterey Peninsula College,non profit,1104.0,1,4909.0,7865.0,no,0.4297520661,0.6296296296,0.4936428966,0.973466003,non profit
Mount Saint Mary's University ,non profit,16335.526398000624,2,8446.355513901906,7333.229407514451,no,0.6805437553,0.8733705773,0.7713226205,0.645859085,non profit
Mt San Antonio College,non profit,849.0,1,5827.0,9347.0,no,0.5114006515,0.6995418344619443,0.5415869545,0.996082718,non profit
Mt San Jacinto Community College District,non profit,481.0,1,3250.0,8895.0,no,0.2796725784,0.6995418344619443,0.4164956914,0.7237045962785821,non profit
Napa Valley College,non profit,1068.0,1,4083.0,8008.0,no,0.5568862275,0.6995418344619443,0.4596912521,0.984562607,non profit
Occidental College,non profit,25220.0,1,17405.0,10599.0,no,0.9108433735,0.9312977099,0.8735244519,0.424957842,non profit
Orange Coast College,non profit,984.0,1,3503.0,9928.0,no,0.5778834721,0.6923076923,0.6158972692,0.982607282,non profit
Otis College of Art and Design,non profit,27323.0,1,14922.0,7184.0,no,0.7130044843,0.8848920863,0.7859007833,0.665796345,non profit
Hope International University,non profit,10009.0,1,6137.0,6827.0,no,0.6037296037,0.6995418344619443,0.6146788991,0.330275229,non profit
Fresno Pacific University,non profit,13869.0,1,6076.0,6342.0,no,0.6531400966,0.7897727273,0.6117353308,0.760299626,non profit
Pacific Lutheran Theological Seminary,non profit,4186.0,1,12575.0,9191.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Pacific Oaks College,non profit,24985.0,1,5778.0,6204.0,no,0.5025125628,0.7653061224,0.5,0.638888889,non profit
Pacific School of Religion,non profit,10813.0,1,19228.0,7504.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Pacific Union College,non profit,16683.0,1,10227.0,5863.0,no,0.6947368421,0.8888888889,0.7597560976,0.581707317,non profit
Palo Verde College,non profit,468.0,1,5020.0,7696.0,no,0.49685005965531465,0.6995418344619443,0.2901408451,0.7237045962785821,non profit
Palomar College,non profit,1000.0,1,5128.0,9442.0,no,0.3902439024,0.6995418344619443,0.4746835443,0.991561181,non profit
Pasadena City College,non profit,1337.0,1,4364.0,8320.0,no,0.4882352941,0.6995418344619443,0.5903270066,0.990852961,non profit
Point Loma Nazarene University,non profit,19120.0,1,8862.0,9435.0,no,0.8441247002,0.9377990431,0.7167630058,0.384393064,non profit
Laney College,non profit,1197.0,1,4469.0,7822.0,no,0.3432835821,0.6995418344619443,0.5380952381,0.988515406,non profit
Merritt College,non profit,1265.0,1,4557.0,7979.0,no,0.3525179856,0.6995418344619443,0.6463860933,0.986276304,non profit
Porterville College,non profit,347.0,1,4355.0,7969.0,no,0.49685005965531465,0.6995418344619443,0.3343268753,0.7237045962785821,non profit
Rio Hondo College,non profit,581.0,1,5408.0,9278.0,no,0.4677966102,0.6995418344619443,0.5689227836,0.996949476,non profit
Riverside City College,non profit,791.0,1,4440.0,9728.0,no,0.4701704545,0.8076923077,0.5643005301,0.988015672,non profit
San Bernardino Valley College,non profit,546.0,1,3141.0,8496.0,no,0.3798701299,0.5,0.5112116444,0.7237045962785821,non profit
San Diego City College,non profit,628.0,1,5414.0,5933.0,no,0.3233471074,0.5930232558,0.6036706349,0.988921958,non profit
San Diego Mesa College,non profit,419.0,1,4558.0,6585.0,no,0.5024937656,0.6615384615,0.6971229294,0.977855275,non profit
San Francisco Conservatory of Music,non profit,24730.0,1,24420.0,10800.0,no,0.75,0.6995418344619443,0.4636515619105719,0.652173913,non profit
San Francisco Theological Seminary,non profit,5630.0,1,22285.0,7646.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
San Joaquin General Hospital School of Radiation Technology,non profit,5269.026398000625,2,5812.855513901906,7831.729407514451,no,0.2448979592,0.816091954,0.3989281297,0.99257936,non profit
William Jessup University,non profit,14330.0,1,6551.0,6715.0,no,0.7467532468,0.8536585366,0.6790322581,0.606451613,non profit
San Jose City College,non profit,1503.0,1,11396.0,9926.0,no,0.3358208955,0.6995418344619443,0.5507372073,0.979184736,non profit
Santa Ana College,non profit,560.0,1,4561.0,9344.0,no,0.5,0.6995418344619443,0.5265982268,0.988334111,non profit
Santa Barbara City College,non profit,1857.0,1,5812.0,5520.0,no,0.4632174616,0.824742268,0.5131355131,0.856359856,non profit
Santa Monica College,non profit,2437.0,1,4725.0,10111.0,no,0.5159235669,0.6995418344619443,0.6052539405,0.985288967,non profit
Santa Rosa Junior College,non profit,1110.0,1,6154.0,8597.0,no,0.5570987654,0.7777777778,0.3459843291,0.97575906,non profit
Claremont School of Theology,non profit,3377.0,1,13361.0,7009.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Shasta College,non profit,779.0,1,3837.0,9226.0,no,0.4169278997,0.6995418344619443,0.3329192547,0.98136646,non profit
Sierra College,non profit,1054.0,1,3734.0,7087.0,no,0.404040404,0.6995418344619443,0.4211998757,0.966272925,non profit
Simpson University,non profit,13361.0,1,6351.0,6256.0,no,0.6917808219,0.8571428571,0.6778242678,0.659693166,non profit
Solano Community College,non profit,693.0,1,5874.0,7820.0,no,0.2670807453,0.6904761905,0.4091183575,0.979770531,non profit
Vanguard University of Southern California,non profit,15711.0,1,6750.0,7473.0,no,0.7420318725,0.8808864266,0.703030303,0.582828283,non profit
Southwestern College,non profit,314.0,1,4411.0,8920.0,no,0.4671361502,0.7333333333,0.476597805,0.995480956,non profit
Southwestern Law School,non profit,34134.0,1,13269.0,11646.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Dominican School of Philosophy & Theology,non profit,12845.0,1,15743.0,3299.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Saint Mary's College of California,non profit,23532.0,1,12896.0,10123.0,no,0.7761452031,0.9125,0.8278985507,0.406702899,non profit
Stanford University,non profit,24668.0,1,93146.0,20650.0,no,0.9032258065,0.9508196721,0.7462686567,0.634902411,non profit
Fresno City College,non profit,422.0,1,3954.0,8534.0,no,0.3341853035,0.6666666667,0.4104526982,0.993762404,non profit
Reedley College,non profit,486.0,1,3877.0,8335.0,no,0.3651115619,0.6333333333,0.525917518,0.992432842,non profit
Taft College,non profit,796.0,1,6427.0,8887.0,no,0.49685005965531465,0.6995418344619443,0.5476529161,0.7237045962785821,non profit
University of California,non profit,17867.0,1,18988.0,15194.0,no,0.7837789017,0.9052254098,0.866959707,0.722783883,non profit
University of California,non profit,13468.0,1,22820.0,12587.0,no,0.826004429,0.6995418344619443,0.922429078,0.730053192,non profit
University of California,non profit,13947.0,1,18713.0,13297.0,no,0.7836548434,0.9161412358,0.9306594154,0.746770904,non profit
University of California,non profit,15556.0,1,40020.0,15841.0,no,0.8073975833,0.8979637503,0.9329662437,0.719774958,non profit
University of California,non profit,12326.0,1,10948.0,11880.0,no,0.6959028207,0.7916666667,0.9403964985,0.76300206,non profit
University of California,non profit,14857.0,1,24195.0,13689.0,no,0.8482704403,0.9319484241,0.9415101986,0.701877617,non profit
University of California,non profit,18618.0,1,116672.0,11486.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
University of California,non profit,13281.0,1,11314.0,13665.0,no,0.7655982906,0.8978370916,0.901966906,0.702466438,non profit
University of California,non profit,11623.0,1,8835.0,12428.0,no,0.7776915114,0.6995418344619443,0.9436521739,0.706086957,non profit
University of Redlands,non profit,17893.0,1,9254.0,9748.0,no,0.7648809524,0.9016393443,0.7746650426,0.480511571,non profit
University of San Francisco,non profit,27427.0,1,15387.0,12667.0,no,0.7676659529,0.88647343,0.8651462568,0.511155181,non profit
Jesuit School of Theology of Santa Clara University,non profit,16439.026398000624,2,10106.855513901906,9043.729407514451,no,0.9015444015,0.9447852761,0.8531353135,0.313531353,non profit
University of Southern California,non profit,30675.0,1,43170.0,13355.0,yes,0.8413312693,0.9396051103,0.8907922912,0.573637878,non profit under investigation
University of the Pacific,non profit,30355.0,1,18824.0,10193.0,no,0.7653311529,0.9059304703,0.8748317631,0.586810229,non profit
Ventura College,non profit,643.0,1,3496.0,8144.0,no,0.4545454545,0.7674418605,0.4845063025,0.977415966,non profit
Victor Valley College,non profit,394.0,1,5111.0,10313.0,no,0.2532608696,0.5744680851,0.3783430233,0.7237045962785821,non profit
West Valley College,non profit,1025.0,1,6142.0,7633.0,no,0.5285714286,0.6995418344619443,0.5371179039,0.7237045962785821,non profit
Corban University,non profit,13000.0,2,5702.0,5349.0,no,0.762295082,0.6995418344619443,0.6631578947,0.496842105,non profit
Westmont College,non profit,20556.0,1,14047.0,7654.0,no,0.9307692308,0.6995418344619443,0.8585858586,0.319191919,non profit
Whittier College,non profit,24728.0,1,11796.0,8993.0,no,0.7815442561,0.8928571429,0.9015957447,0.481382979,non profit
Woodbury University,non profit,19323.0,1,11338.0,7005.0,no,0.6414790997,0.8849557522,0.78125,0.760416667,non profit
Yuba College,non profit,369.0,1,5825.0,7690.0,no,0.3864229765,0.6666666667,0.3523920653,0.7237045962785821,non profit
Adams State University,non profit,6568.0,1,8399.0,5861.0,no,0.4449722882,0.6995418344619443,0.5561843169,0.704122878,non profit
Arapahoe Community College,non profit,4555.0,1,3733.0,4832.0,no,0.5002322341,0.7149321267,0.4808510638,0.646808511,non profit
Colorado College,non profit,28609.0,1,21002.0,10743.0,no,0.8996763754,0.6995418344619443,0.6777108434,0.403614458,non profit
Colorado School of Mines,non profit,18760.0,1,14527.0,10474.0,no,0.8790322581,0.6995418344619443,0.637279597,0.351805206,non profit
University of Northern Colorado,non profit,9425.0,1,8348.0,7590.0,no,0.7458772641,0.9049180328,0.5612048193,0.537590361,non profit
Colorado State University,non profit,12634.0,1,10857.0,9205.0,no,0.7586382979,0.8996970717,0.589668616,0.452520189,non profit
Denver Seminary,non profit,11454.0,1,7674.0,5408.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Fort Lewis College,non profit,5828.0,1,6479.0,7697.0,no,0.6027118644,0.8398268398,0.5620311598,0.597230237,non profit
Iliff School of Theology,non profit,17895.0,1,14582.0,6702.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Lamar Community College,non profit,3495.0,1,3917.0,5005.0,no,0.4097938144,0.6031746032,0.4308035714,0.841517857,non profit
Colorado Mesa University,non profit,6676.0,1,5710.0,6471.0,no,0.5955364135,0.8466453674,0.4181348367,0.593610524,non profit
Colorado Northwestern Community College,non profit,5120.0,1,9613.0,5510.0,no,0.5992647059,0.6995418344619443,0.4770114943,0.691570881,non profit
Metropolitan State University of Denver,non profit,5712.0,1,5132.0,7415.0,no,0.5470128561,0.6995418344619443,0.5402034788,0.625752106,non profit
Northeastern Junior College,non profit,3792.0,1,5492.0,5285.0,no,0.5400313972,0.8490566038,0.4916256158,0.742857143,non profit
Otero Junior College,non profit,2731.0,1,5666.0,5124.0,no,0.3473684211,0.5045045045,0.4302461899,0.853458382,non profit
Regis University,non profit,14235.0,1,6455.0,6541.0,no,0.6633866339,0.8910891089,0.588873173,0.429985856,non profit
Colorado State University,non profit,4750.0,1,5205.0,6532.0,no,0.5386405959,0.8399209486,0.5758683729,0.667276051,non profit
Trinidad State Junior College,non profit,2885.0,1,6484.0,5014.0,no,0.4280510018,0.6612903226,0.4057539683,0.873015873,non profit
University of Colorado Boulder,non profit,17532.0,1,14987.0,10452.0,no,0.7663666843,0.8956328645,0.6891933977,0.43942697,non profit
University of Denver,non profit,26394.0,1,14380.0,9916.0,no,0.784514244,0.9003759398,0.8020113136,0.390320553,non profit
Western State Colorado University,non profit,7976.0,1,8328.0,6316.0,no,0.6814734561,0.6995418344619443,0.516509434,0.466981132,non profit
Albertus Magnus College,non profit,12659.0,1,5428.0,7219.0,no,0.5107212476,0.7375,0.550310559,0.629813665,non profit
Central Connecticut State University,non profit,7796.0,1,9928.0,8802.0,no,0.6985318108,0.8672316384,0.6780821918,0.555039139,non profit
Connecticut College,non profit,28347.0,1,19122.0,9826.0,no,0.919395466,0.9452054795,0.4636515619105719,0.321888412,non profit
Western Connecticut State University,non profit,7369.0,1,10530.0,9044.0,no,0.6835645678,0.8966942149,0.6630776133,0.54149843,non profit
Fairfield University,non profit,24805.0,1,11411.0,10396.0,no,0.8983208955,0.9675425039,0.8578199052,0.227488152,non profit
Hartford Seminary,non profit,13038.0,1,15510.0,6099.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Holy Apostles College and Seminary,non profit,10494.0,1,3436.0,3869.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Manchester Community College,non profit,3153.0,1,6440.0,7389.0,no,0.7396449704,0.6995418344619443,0.4929709466,0.951577632,non profit
Mitchell College,non profit,14981.0,1,5256.0,6985.0,no,0.5864978903,0.8333333333,0.682382134,0.58560794,non profit
University of New Haven,non profit,18751.0,1,8446.0,9526.0,no,0.7240164416,0.8720930233,0.6931818182,0.377525253,non profit
Northwestern Connecticut Community College,non profit,2983.0,1,8959.0,7524.0,no,0.7272727273,0.6995418344619443,0.3538461538,0.957264957,non profit
Norwalk Community College,non profit,3683.0,1,6771.0,7586.0,no,0.5131578947,0.6995418344619443,0.3990036232,0.983242754,non profit
Post University,for profit,11859.0,1,2508.0,5732.0,no,0.4889316651,0.7897435897,0.5067065736,0.72142778,for profit
Quinnipiac University,non profit,27462.0,1,14176.0,10672.0,no,0.8712190651,0.9372496662,0.8344854071,0.275345622,non profit
Sacred Heart University,non profit,19851.0,1,8425.0,8631.0,no,0.8005813953,0.9082568807,0.7612442203,0.295922657,non profit
Southern Connecticut State University,non profit,8750.0,1,11023.0,8602.0,no,0.662553802,0.8566433566,0.7149986866,0.552140793,non profit
University of Saint Joseph,non profit,18255.0,1,11708.0,8018.0,no,0.6962264151,0.8740458015,0.7248459959,0.496919918,non profit
Trinity College,non profit,30787.0,1,23628.0,10479.0,no,0.8596491228,0.9623287671,0.570230608,0.34591195,non profit
University of Bridgeport,non profit,16453.0,1,8099.0,7283.0,no,0.5344376635,0.8359375,0.6935949221,0.633583381,non profit
University of Connecticut,non profit,6172.5,4,11919.75,14104.0,no,0.8564682071,0.9404706968,0.834691064,0.418974809,non profit
University of Hartford,non profit,16393.0,1,12724.0,7472.0,no,0.7369537548,0.8974683544,0.8184738956,0.424899598,non profit
Wesleyan University,non profit,29384.0,1,25359.0,11493.0,no,0.9134615385,0.9390756303,0.6344605475,0.413848631,non profit
Eastern Connecticut State University,non profit,6709.0,1,9736.0,8522.0,no,0.745060241,0.8959854015,0.7374500222,0.416703687,non profit
Yale University,non profit,15008.0,1,107982.0,16529.0,no,0.9,0.9587073609,0.6514195584,0.626182965,non profit
Delaware State University,non profit,6032.0,1,11129.0,7139.0,no,0.3390367554,0.7256097561,0.7741176471,0.654588235,non profit
Goldey,non profit,14321.0,1,3093.0,7686.0,no,0.5789473684,0.8731343284,0.6655290102,0.672354949,non profit
University of Delaware,non profit,17838.0,1,17395.0,12050.0,no,0.8445839874,0.9325153374,0.8273515904,0.285932982,non profit
Wesley College,non profit,14441.0,1,6592.0,6623.0,no,0.5730337079,0.8228571429,0.7449168207,0.596118299,non profit
American University,non profit,30440.0,1,12620.0,11330.0,no,0.8275659824,0.9297352342,0.811529027,0.333197056,non profit
Capitol Technology University,non profit,22353.0,1,6546.0,7030.0,no,0.75,0.6995418344619443,0.6580645161,0.580645161,non profit
Catholic University of America,non profit,22765.0,1,16368.0,9619.0,no,0.858643744,0.9304511278,0.8058405683,0.249408051,non profit
University of the District of Columbia,non profit,7737.0,2,13544.0,9870.0,no,0.3863134658,0.7852348993,0.5095818815,0.844947735,non profit
Gallaudet University,non profit,12269.0,1,35595.0,10061.0,no,0.6389891697,0.8085106383,0.4170506912,0.792626728,non profit
George Washington University,non profit,28464.0,1,20938.0,12900.0,no,0.8577837595,0.9530477759,0.770155587,0.337694484,non profit
Georgetown University,non profit,34183.0,1,31102.0,13800.0,no,0.8960104644,0.9474689589,0.823699422,0.336705202,non profit
Howard University,non profit,17361.0,1,22663.0,8428.0,no,0.4084557506,0.6225749559,0.8453282828,0.65625,non profit
Strayer University,for profit,11435.448881106218,80,6410.841455795069,6086.138538180707,no,0.2890330239,0.7130509938999994,0.5065486849999993,0.8504863229999989,for profit
Trinity Washington University,non profit,15381.0,1,5795.0,6351.0,no,0.3941480207,0.7222222222,0.7373540856,0.822957198,non profit
Wesley Theological Seminary,non profit,7414.0,1,14885.0,7728.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Barry University Law School,non profit,13268.526398000624,2,8757.355513901906,6914.729407514451,no,0.5198159943,0.7437348424,0.6955142728,0.708201178,non profit
Bethune,non profit,10171.0,1,6759.0,6016.0,no,0.2390572391,0.541218638,0.7375859435,0.852941177,non profit
St Thomas University,non profit,16172.0,1,7797.0,9780.0,no,0.5566860465,0.8743961353,0.6553911205,0.684989429,non profit
Florida Institute of Technology,non profit,13847.0,1,6870.5,8143.0,no,0.5297532656,0.9513513514,0.5674891147,0.758345428,non profit
Eastern Florida State College,non profit,1610.0,1,3942.0,6013.0,no,0.415885947,0.6411764706,0.3296962548,0.86272486,non profit
College of Central Florida,non profit,1192.0,1,3566.0,5991.0,no,0.4191290824,0.6090534979,0.411116215,0.881258613,non profit
Chipola College,non profit,1414.0,1,6176.0,4984.0,no,0.4555555556,0.6995418344619443,0.4808673469,0.7237045962785821,non profit
Daytona State College,non profit,1501.0,1,5291.0,6596.0,no,0.3465367068,0.6415300546,0.3752349919,0.844216067,non profit
Florida SouthWestern State College,non profit,1318.0,1,3782.0,6303.0,no,0.4902936784,0.7311827957,0.4885165391,0.848764986,non profit
Edward Waters College,non profit,9307.0,1,4413.0,4678.0,no,0.2304761905,0.5,0.706921944,0.888070692,non profit
Embry,non profit,21997.333333333332,2,11776.0,7602.333333333333,no,0.7293577982,0.8886075949,0.4274699659,0.668818361,non profit
Florida Agricultural and Mechanical University,non profit,5113.0,1,9739.0,8205.0,no,0.4084406295,0.5965166909,0.7361601885,0.80418139,non profit
Florida Atlantic University,non profit,5550.0,1,6869.0,8445.0,no,0.604180491,0.7894937191,0.6427254198,0.7059109,non profit
Florida College,non profit,15025.0,1,9075.0,6579.0,no,0.7818791946,0.6995418344619443,0.509375,0.509375,non profit
Florida State College at Jacksonville,non profit,1854.0,1,3699.0,5760.0,no,0.4319734935,0.7106741573,0.3898556701,0.835628866,non profit
Florida Keys Community College,non profit,2503.0,1,6501.0,6353.0,no,0.3989361702,0.7708333333,0.3912133891,0.820083682,non profit
Florida Memorial University,non profit,14724.0,1,6005.0,7012.0,no,0.1930783242,0.503875969,0.817989418,0.881481482,non profit
Eckerd College,non profit,19367.0,1,11485.0,7144.0,no,0.6860706861,0.7765957447,0.7743190661,0.361867704,non profit
Florida Southern College,non profit,16051.0,1,6879.0,7316.0,no,0.700814901,0.8464052288,0.6870629371,0.452797203,non profit
Florida State University,non profit,6263.0,1,9688.0,9891.0,no,0.7130017237,0.8668195081,0.650447645,0.56432464,non profit
Gulf Coast State College,non profit,1166.0,1,5194.0,5002.0,no,0.4784017279,0.7295081967,0.3750450775,0.890010819,non profit
Indian River State College,non profit,1316.0,1,5211.0,8119.0,no,0.4134078212,0.7226890756,0.3114312856,0.912761241,non profit
Jacksonville University,non profit,10885.0,1,7851.0,6977.0,no,0.6279594138,0.8377483444,0.5714285714,0.500919681,non profit
Jones College,non profit,3205.0,1,2462.0,5167.0,no,0.2586872587,0.6666666667,0.5497237569,0.883977901,non profit
Broward College,non profit,1200.0,1,3212.0,6649.0,no,0.4379471996,0.7220543807,0.4478086662,0.930191251,non profit
Florida Gateway College,non profit,1412.0,1,4791.0,5606.0,no,0.4986449864,0.7903225806,0.3798266351,0.940110323,non profit
Lake,non profit,1925.0,1,3767.0,5137.0,no,0.4381625442,0.6818181818,0.4772182254,0.928057554,non profit
State College of Florida,non profit,2379.0,1,3505.0,6101.0,no,0.3752985329,0.7453416149,0.4387774966,0.856336383,non profit
Lynn University,non profit,22163.0,1,8399.0,5323.0,no,0.5958188153,0.7843137255,0.6146010187,0.553480475,non profit
